1,(general),367
2,Flight compartment windows,367
3,Passenger compartment windows,367
4,Door windows,367
5,Inspection windows,367
6,Window wiring,367
7,icing system,480
8,(general),534
9,Accessory gearbox wiring,534
10,(general),985
11,Flight log/manifest,985
12,Aircraft/maintenance logs,985
13,Pilot logs,985
