925,Recent experience w/ equipment,115,,,
926,Recent instrument experience,115,,,
927,(general),116,,,
928,Total instruct/training recvd,116,,,
929,Initial instruct/training,116,,,
930,Recurrent instruct/training,116,,,
931,Recent instruct/training recvd,116,,,
932,Training with equipment,116,,,
933,Type/qual of instruct/training,116,,,
934,(general),117,,,
935,Knowledge of procedures,117,,,
936,Knowledge of equipment,117,,,
937,Knowledge of meteorologic cond,117,,,
938,Knowledge of regulatory reqs,117,,,
939,Knowledge of geographic area,117,,,
940,Aeronautical knowledge,117,,,
941,Transfer of knowledge,117,,,
942,Reading/language comprehension,117,,,
943,(general),118,,,
944,(general),119,,,
945,Incorrect action selection,119,,,
946,Incorrect action performance,119,,,
947,Incorrect action sequence,119,,,
948,Delayed action,119,,,
949,Lack of action,119,,,
950,Forgotten action/omission,119,,,
951,Incomplete action,119,,,
952,Unneccessary action,119,,,
953,(general),120,,,
954,Identification/recognition,120,,,
955,Understanding/comprehension,120,,,
956,Decision making/judgment,120,,,
957,Expectation/assumption,120,,,
958,(general),121,,,
959,(general),122,,,
960,Sabotage,122,,,
961,Suicide,122,,,
962,Stolen/unauthorized,122,,,
963,Hijack,122,,,
964,Criminal/illegal act,122,,,
965,Interference,122,,,
966,(general),123,,,
967,(general),124,,,
968,Performance calculations,124,,,
969,Weight/balance calculations,124,,,
970,Weather planning,124,,,
971,Flight planning/navigation,124,,,
972,Fuel planning,124,,,
973,(general),125,,,
974,Preflight inspection,125,,,
975,Post maintenance inspection,125,,,
976,Scheduled/routine inspection,125,,,
977,(general),126,,,
978,Scheduled/routine maintenance,126,,,
979,Repair,126,,,
980,Replacement,126,,,
981,Fabrication,126,,,
982,Modification/alteration,126,,,
983,Installation,126,,,
984,Unauthorized maint/repair,126,,,
985,keeping,127,,,
986,(general),128,,,
987,Use of automation,128,,,
988,Use of equip/system,128,,,
989,Use of manual,128,,,
990,Use of charts,128,,,
991,Use of checklist,128,,,
992,Use of policy/procedure,128,,,
993,Use of available resources,128,,,
994,Aircraft control,128,,,
995,(general),129,,,
996,Lack of communication,129,,,
997,Accuracy of communication,129,,,
998,Common phraseology,129,,,
999,Language/accent,129,,,
1000,Interpretation/understanding,129,,,
1001,Readback,129,,,
1002,Following instructions,129,,,
1003,Issuing instructions,129,,,
1004,CRM/MRM techniques,129,,,
1005,Crew/duty change-over,129,,,
1006,(general),130,,,
1007,Task scheduling,130,,,
1008,Task load shedding,130,,,
1009,Task allocation,130,,,
1010,Task overload,130,,,
